Genome project	Gene stable ID	Transcript stable ID	Human gene stable ID	Gene name
caenorhabditis_elegans_prjna13758	WBGene00002190	R07E4.6b.1	ENSG00000108946	kin-2
caenorhabditis_elegans_prjna13758	WBGene00002190	R07E4.6c.1	ENSG00000188191	kin-2
caenorhabditis_elegans_prjna13758	WBGene00002190	R07E4.6c.1	ENSG00000108946	kin-2
caenorhabditis_elegans_prjna13758	WBGene00002191	B0205.7.1	ENSG00000101266	kin-3
caenorhabditis_elegans_prjna13758	WBGene00002191	B0205.7.1	ENSG00000254598	kin-3
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1a.1	ENSG00000105613	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1a.1	ENSG00000069020	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1a.1	ENSG00000086015	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1a.1	ENSG00000099308	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1b.1	ENSG00000105613	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1b.1	ENSG00000069020	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1b.1	ENSG00000086015	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1b.1	ENSG00000099308	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1c.1	ENSG00000105613	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1c.1	ENSG00000069020	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1c.1	ENSG00000086015	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1c.1	ENSG00000099308	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1d.1	ENSG00000105613	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1d.1	ENSG00000069020	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1d.1	ENSG00000086015	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1d.1	ENSG00000099308	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1e.1	ENSG00000105613	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1e.1	ENSG00000069020	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1e.1	ENSG00000086015	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1e.1	ENSG00000099308	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1f.1	ENSG00000105613	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1f.1	ENSG00000069020	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1f.1	ENSG00000086015	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1f.1	ENSG00000099308	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1g.1	ENSG00000105613	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1g.1	ENSG00000069020	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1g.1	ENSG00000086015	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1g.1	ENSG00000099308	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1h.1	ENSG00000105613	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1h.1	ENSG00000069020	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1h.1	ENSG00000086015	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1h.1	ENSG00000099308	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1i.1	ENSG00000105613	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1i.1	ENSG00000069020	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1i.1	ENSG00000086015	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002192	C10C6.1i.1	ENSG00000099308	kin-4
caenorhabditis_elegans_prjna13758	WBGene00002193	T13H10.1.1		kin-5
caenorhabditis_elegans_prjna13758	WBGene00002194	ZK20.2.1		kin-6
caenorhabditis_elegans_prjna13758	WBGene00002195	F08F1.1a.1		kin-9
caenorhabditis_elegans_prjna13758	WBGene00002195	F08F1.1b.1		kin-9
caenorhabditis_elegans_prjna13758	WBGene00002195	F08F1.1c.1		kin-9
caenorhabditis_elegans_prjna13758	WBGene00002196	T01G9.6a.1	ENSG00000204435	kin-10
caenorhabditis_elegans_prjna13758	WBGene00002196	T01G9.6a.2	ENSG00000204435	kin-10
caenorhabditis_elegans_prjna13758	WBGene00002196	T01G9.6b.1	ENSG00000204435	kin-10
caenorhabditis_elegans_prjna13758	WBGene00002196	T01G9.6b.2	ENSG00000204435	kin-10
caenorhabditis_elegans_prjna13758	WBGene00002196	T01G9.6b.3	ENSG00000204435	kin-10
caenorhabditis_elegans_prjna13758	WBGene00002198	F22D6.1.1	ENSG00000151422	kin-14
caenorhabditis_elegans_prjna13758	WBGene00002198	F22D6.1.1	ENSG00000182511	kin-14
caenorhabditis_elegans_prjna13758	WBGene00002199	M176.6a.1		kin-15
caenorhabditis_elegans_prjna13758	WBGene00002200	M176.7.1		kin-16
caenorhabditis_elegans_prjna13758	WBGene00002200	M176.7.2		kin-16
caenorhabditis_elegans_prjna13758	WBGene00002201	T17E9.1a.1	ENSG00000135090	kin-18
caenorhabditis_elegans_prjna13758	WBGene00002201	T17E9.1a.1	ENSG00000149930	kin-18
caenorhabditis_elegans_prjna13758	WBGene00002201	T17E9.1a.1	ENSG00000160551	kin-18
caenorhabditis_elegans_prjna13758	WBGene00002201	T17E9.1a.2	ENSG00000135090	kin-18
caenorhabditis_elegans_prjna13758	WBGene00002201	T17E9.1a.2	ENSG00000149930	kin-18
caenorhabditis_elegans_prjna13758	WBGene00002201	T17E9.1a.2	ENSG00000160551	kin-18
caenorhabditis_elegans_prjna13758	WBGene00002201	T17E9.1b.1	ENSG00000135090	kin-18
caenorhabditis_elegans_prjna13758	WBGene00002201	T17E9.1b.1	ENSG00000149930	kin-18
caenorhabditis_elegans_prjna13758	WBGene00002201	T17E9.1b.1	ENSG00000160551	kin-18
caenorhabditis_elegans_prjna13758	WBGene00002201	T17E9.1b.2	ENSG00000135090	kin-18
caenorhabditis_elegans_prjna13758	WBGene00002201	T17E9.1b.2	ENSG00000149930	kin-18
caenorhabditis_elegans_prjna13758	WBGene00002201	T17E9.1b.2	ENSG00000160551	kin-18
caenorhabditis_elegans_prjna13758	WBGene00002202	C03C10.1.1	ENSG00000113712	kin-19
caenorhabditis_elegans_prjna13758	WBGene00002202	C03C10.1.1	ENSG00000180138	kin-19
caenorhabditis_elegans_prjna13758	WBGene00002202	C03C10.1.2	ENSG00000113712	kin-19
caenorhabditis_elegans_prjna13758	WBGene00002202	C03C10.1.2	ENSG00000180138	kin-19
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2a.1	ENSG00000213923	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2a.1	ENSG00000283900	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2a.1	ENSG00000141551	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2a.2	ENSG00000213923	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2a.2	ENSG00000283900	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2a.2	ENSG00000141551	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2b.1	ENSG00000213923	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2b.1	ENSG00000283900	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2b.1	ENSG00000141551	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2c.1	ENSG00000213923	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2c.1	ENSG00000283900	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2c.1	ENSG00000141551	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2c.2	ENSG00000213923	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2c.2	ENSG00000283900	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2c.2	ENSG00000141551	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2d.1	ENSG00000213923	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2d.1	ENSG00000283900	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2d.1	ENSG00000141551	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2d.2	ENSG00000213923	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2d.2	ENSG00000283900	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2d.2	ENSG00000141551	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2d.3	ENSG00000213923	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2d.3	ENSG00000283900	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2d.3	ENSG00000141551	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2f.1	ENSG00000213923	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2f.1	ENSG00000283900	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2f.1	ENSG00000141551	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2f.2	ENSG00000213923	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2f.2	ENSG00000283900	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002203	F46F2.2f.2	ENSG00000141551	kin-20
caenorhabditis_elegans_prjna13758	WBGene00002204	W08D2.8.1		kin-21
caenorhabditis_elegans_prjna13758	WBGene00002205	W04G5.6.1		kin-23
caenorhabditis_elegans_prjna13758	WBGene00002206	K07F5.4.1	ENSG00000151422	kin-24
caenorhabditis_elegans_prjna13758	WBGene00002206	K07F5.4.1	ENSG00000182511	kin-24
caenorhabditis_elegans_prjna13758	WBGene00002207	B0302.1a.1	ENSG00000174292	sid-3
caenorhabditis_elegans_prjna13758	WBGene00002207	B0302.1b.1	ENSG00000174292	sid-3
caenorhabditis_elegans_prjna13758	WBGene00002208	T06C10.6.1		kin-26
caenorhabditis_elegans_prjna13758	WBGene00002210	F58H12.1.1		kin-29
caenorhabditis_elegans_prjna13758	WBGene00002211	M01B2.1.1		kin-30
caenorhabditis_elegans_prjna13758	WBGene00002213	C30F8.4a.1	ENSG00000169398	kin-32
caenorhabditis_elegans_prjna13758	WBGene00002213	C30F8.4a.1	ENSG00000120899	kin-32
caenorhabditis_elegans_prjna13758	WBGene00002213	C30F8.4b.1	ENSG00000169398	kin-32
caenorhabditis_elegans_prjna13758	WBGene00002213	C30F8.4b.1	ENSG00000120899	kin-32
caenorhabditis_elegans_prjna13758	WBGene00002213	C30F8.4b.2	ENSG00000169398	kin-32
caenorhabditis_elegans_prjna13758	WBGene00002213	C30F8.4b.2	ENSG00000120899	kin-32
caenorhabditis_elegans_prjna13758	WBGene00002219	K11D9.1a.1	ENSG00000142945	klp-7
caenorhabditis_elegans_prjna13758	WBGene00002219	K11D9.1a.1	ENSG00000141200	klp-7
caenorhabditis_elegans_prjna13758	WBGene00002219	K11D9.1a.1	ENSG00000068796	klp-7
caenorhabditis_elegans_prjna13758	WBGene00002231	C02F5.1.1		knl-1
caenorhabditis_elegans_prjna13758	WBGene00002232	F11A6.1a.1	ENSG00000140564	kpc-1
caenorhabditis_elegans_prjna13758	WBGene00002232	F11A6.1a.1	ENSG00000115257	kpc-1
caenorhabditis_elegans_prjna13758	WBGene00002232	F11A6.1a.2	ENSG00000140564	kpc-1
caenorhabditis_elegans_prjna13758	WBGene00002232	F11A6.1a.2	ENSG00000115257	kpc-1
caenorhabditis_elegans_prjna13758	WBGene00002233	C25B8.1a.1	ENSG00000117013	kqt-1
caenorhabditis_elegans_prjna13758	WBGene00002233	C25B8.1a.1	ENSG00000185760	kqt-1
caenorhabditis_elegans_prjna13758	WBGene00002233	C25B8.1a.1	ENSG00000184156	kqt-1
caenorhabditis_elegans_prjna13758	WBGene00002233	C25B8.1a.1	ENSG00000075043	kqt-1
caenorhabditis_elegans_prjna13758	WBGene00002233	C25B8.1b.1	ENSG00000117013	kqt-1
caenorhabditis_elegans_prjna13758	WBGene00002233	C25B8.1b.1	ENSG00000185760	kqt-1
caenorhabditis_elegans_prjna13758	WBGene00002233	C25B8.1b.1	ENSG00000184156	kqt-1
caenorhabditis_elegans_prjna13758	WBGene00002233	C25B8.1b.1	ENSG00000075043	kqt-1
caenorhabditis_elegans_prjna13758	WBGene00002235	Y54G9A.3a.1	ENSG00000053918	kqt-3
caenorhabditis_elegans_prjna13758	WBGene00002235	Y54G9A.3a.2	ENSG00000053918	kqt-3
caenorhabditis_elegans_prjna13758	WBGene00002235	Y54G9A.3b.1	ENSG00000053918	kqt-3
caenorhabditis_elegans_prjna13758	WBGene00002235	Y54G9A.3b.2	ENSG00000053918	kqt-3
caenorhabditis_elegans_prjna13758	WBGene00002235	Y54G9A.3c.1	ENSG00000053918	kqt-3
caenorhabditis_elegans_prjna13758	WBGene00002235	Y54G9A.3c.2	ENSG00000053918	kqt-3
caenorhabditis_elegans_prjna13758	WBGene00002238	T02G5.9a.1	ENSG00000065427	kars-1
caenorhabditis_elegans_prjna13758	WBGene00002239	F13B9.5.1	ENSG00000141068	ksr-1
caenorhabditis_elegans_prjna13758	WBGene00002239	F13B9.5.1	ENSG00000171435	ksr-1
caenorhabditis_elegans_prjna13758	WBGene00002239	F13B9.5.2	ENSG00000141068	ksr-1
caenorhabditis_elegans_prjna13758	WBGene00002239	F13B9.5.2	ENSG00000171435	ksr-1
caenorhabditis_elegans_prjna13758	WBGene00002240	F58D5.4a.1	ENSG00000141068	ksr-2
caenorhabditis_elegans_prjna13758	WBGene00002240	F58D5.4a.1	ENSG00000171435	ksr-2
caenorhabditis_elegans_prjna13758	WBGene00002240	F58D5.4b.1	ENSG00000141068	ksr-2
caenorhabditis_elegans_prjna13758	WBGene00002240	F58D5.4b.1	ENSG00000171435	ksr-2
caenorhabditis_elegans_prjna13758	WBGene00002240	F58D5.4c.1	ENSG00000141068	ksr-2
caenorhabditis_elegans_prjna13758	WBGene00002240	F58D5.4c.1	ENSG00000171435	ksr-2
caenorhabditis_elegans_prjna13758	WBGene00002240	F58D5.4c.2	ENSG00000141068	ksr-2
caenorhabditis_elegans_prjna13758	WBGene00002240	F58D5.4c.2	ENSG00000171435	ksr-2
caenorhabditis_elegans_prjna13758	WBGene00002240	F58D5.4c.3	ENSG00000141068	ksr-2
caenorhabditis_elegans_prjna13758	WBGene00002240	F58D5.4c.3	ENSG00000171435	ksr-2
caenorhabditis_elegans_prjna13758	WBGene00002242	C53C9.3a.1		kvs-1
caenorhabditis_elegans_prjna13758	WBGene00002242	C53C9.3b.1		kvs-1
caenorhabditis_elegans_prjna13758	WBGene00002242	C53C9.3c.1		kvs-1
caenorhabditis_elegans_prjna13758	WBGene00002243	Y54G2A.25a.1		lad-2
caenorhabditis_elegans_prjna13758	WBGene00002243	Y54G2A.25b.1		lad-2
caenorhabditis_elegans_prjna13758	WBGene00002244	Y71H2AM.19a.1	ENSG00000067048	laf-1
caenorhabditis_elegans_prjna13758	WBGene00002244	Y71H2AM.19a.1	ENSG00000215301	laf-1
caenorhabditis_elegans_prjna13758	WBGene00002244	Y71H2AM.19b.1	ENSG00000067048	laf-1
caenorhabditis_elegans_prjna13758	WBGene00002244	Y71H2AM.19b.1	ENSG00000215301	laf-1
caenorhabditis_elegans_prjna13758	WBGene00002245	K08B4.1a.1	ENSG00000168214	lag-1
caenorhabditis_elegans_prjna13758	WBGene00002245	K08B4.1a.1	ENSG00000124232	lag-1
caenorhabditis_elegans_prjna13758	WBGene00002245	K08B4.1b.1	ENSG00000168214	lag-1
caenorhabditis_elegans_prjna13758	WBGene00002245	K08B4.1b.1	ENSG00000124232	lag-1
caenorhabditis_elegans_prjna13758	WBGene00002245	K08B4.1c.1	ENSG00000168214	lag-1
caenorhabditis_elegans_prjna13758	WBGene00002245	K08B4.1c.1	ENSG00000124232	lag-1
caenorhabditis_elegans_prjna13758	WBGene00002245	K08B4.1d.1	ENSG00000168214	lag-1
caenorhabditis_elegans_prjna13758	WBGene00002245	K08B4.1d.1	ENSG00000124232	lag-1
caenorhabditis_elegans_prjna13758	WBGene00002246	Y73C8B.4.1		lag-2
caenorhabditis_elegans_prjna13758	WBGene00002247	W03F8.5a.1	ENSG00000196878	lam-1
caenorhabditis_elegans_prjna13758	WBGene00002247	W03F8.5a.1	ENSG00000091128	lam-1
caenorhabditis_elegans_prjna13758	WBGene00002247	W03F8.5a.1	ENSG00000091136	lam-1
caenorhabditis_elegans_prjna13758	WBGene00002247	W03F8.5a.1	ENSG00000172037	lam-1
caenorhabditis_elegans_prjna13758	WBGene00002249	ZK353.6.1	ENSG00000215440	lap-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1a.1	ENSG00000072071	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1a.1	ENSG00000150471	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1a.1	ENSG00000117114	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1a.1	ENSG00000174837	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1a.1	ENSG00000131355	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1a.1	ENSG00000162618	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1a.1	ENSG00000123146	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1a.1	ENSG00000127507	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1b.1	ENSG00000072071	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1b.1	ENSG00000150471	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1b.1	ENSG00000117114	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1b.1	ENSG00000174837	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1b.1	ENSG00000131355	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1b.1	ENSG00000162618	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1b.1	ENSG00000123146	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1b.1	ENSG00000127507	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1c.1	ENSG00000072071	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1c.1	ENSG00000150471	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1c.1	ENSG00000117114	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1c.1	ENSG00000174837	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1c.1	ENSG00000131355	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1c.1	ENSG00000162618	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1c.1	ENSG00000123146	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002251	B0457.1c.1	ENSG00000127507	lat-1
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2a.1	ENSG00000072071	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2a.1	ENSG00000150471	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2a.1	ENSG00000117114	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2a.1	ENSG00000174837	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2a.1	ENSG00000131355	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2a.1	ENSG00000162618	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2a.1	ENSG00000123146	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2a.1	ENSG00000127507	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2b.1	ENSG00000072071	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2b.1	ENSG00000150471	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2b.1	ENSG00000117114	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2b.1	ENSG00000174837	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2b.1	ENSG00000131355	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2b.1	ENSG00000162618	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2b.1	ENSG00000123146	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002252	B0286.2b.1	ENSG00000127507	lat-2
caenorhabditis_elegans_prjna13758	WBGene00002261	F58A3.1a.1	ENSG00000169744	ldb-1
caenorhabditis_elegans_prjna13758	WBGene00002261	F58A3.1a.1	ENSG00000198728	ldb-1
caenorhabditis_elegans_prjna13758	WBGene00002261	F58A3.1a.2	ENSG00000169744	ldb-1
caenorhabditis_elegans_prjna13758	WBGene00002261	F58A3.1a.2	ENSG00000198728	ldb-1
caenorhabditis_elegans_prjna13758	WBGene00002261	F58A3.1b.1	ENSG00000169744	ldb-1
caenorhabditis_elegans_prjna13758	WBGene00002261	F58A3.1b.1	ENSG00000198728	ldb-1
caenorhabditis_elegans_prjna13758	WBGene00002261	F58A3.1c.1	ENSG00000169744	ldb-1
caenorhabditis_elegans_prjna13758	WBGene00002261	F58A3.1c.1	ENSG00000198728	ldb-1
caenorhabditis_elegans_prjna13758	WBGene00002271	R07B1.10.1		lec-8
caenorhabditis_elegans_prjna13758	WBGene00002271	R07B1.10.2		lec-8
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5a.1	ENSG00000188153	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5a.1	ENSG00000187498	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5a.1	ENSG00000134871	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5a.1	ENSG00000197565	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5a.1	ENSG00000169031	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5a.2	ENSG00000188153	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5a.2	ENSG00000187498	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5a.2	ENSG00000134871	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5a.2	ENSG00000197565	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5a.2	ENSG00000169031	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5b.1	ENSG00000188153	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5b.1	ENSG00000187498	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5b.1	ENSG00000134871	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5b.1	ENSG00000197565	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5b.1	ENSG00000169031	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5b.2	ENSG00000188153	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5b.2	ENSG00000187498	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5b.2	ENSG00000134871	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5b.2	ENSG00000197565	let-2
caenorhabditis_elegans_prjna13758	WBGene00002280	F01G12.5b.2	ENSG00000169031	let-2
caenorhabditis_elegans_prjna13758	WBGene00002295	K08F8.6.1	ENSG00000123066	let-19
caenorhabditis_elegans_prjna13758	WBGene00002297	T19E10.1a.1	ENSG00000114346	ect-2
caenorhabditis_elegans_prjna13758	WBGene00002297	T19E10.1a.2	ENSG00000114346	ect-2
caenorhabditis_elegans_prjna13758	WBGene00002297	T19E10.1b.1	ENSG00000114346	ect-2
caenorhabditis_elegans_prjna13758	WBGene00002297	T19E10.1b.2	ENSG00000114346	ect-2
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1a.1	ENSG00000178568	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1a.1	ENSG00000146648	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1a.1	ENSG00000141736	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1a.1	ENSG00000065361	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1b.1	ENSG00000178568	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1b.1	ENSG00000146648	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1b.1	ENSG00000141736	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1b.1	ENSG00000065361	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1c.1	ENSG00000178568	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1c.1	ENSG00000146648	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1c.1	ENSG00000141736	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1c.1	ENSG00000065361	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1d.1	ENSG00000178568	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1d.1	ENSG00000146648	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1d.1	ENSG00000141736	let-23
caenorhabditis_elegans_prjna13758	WBGene00002299	ZK1067.1d.1	ENSG00000065361	let-23
caenorhabditis_elegans_prjna13758	WBGene00002324	Y54E5B.3a.1	ENSG00000155868	let-49
caenorhabditis_elegans_prjna13758	WBGene00002324	Y54E5B.3b.1	ENSG00000155868	let-49
caenorhabditis_elegans_prjna13758	WBGene00002335	ZK792.6.1	ENSG00000213281	let-60
caenorhabditis_elegans_prjna13758	WBGene00002335	ZK792.6.1	ENSG00000133703	let-60
caenorhabditis_elegans_prjna13758	WBGene00002335	ZK792.6.1	ENSG00000174775	let-60
caenorhabditis_elegans_prjna13758	WBGene00002348	R06C7.10.1	ENSG00000109063	myo-1
caenorhabditis_elegans_prjna13758	WBGene00002348	R06C7.10.1	ENSG00000092054	myo-1
caenorhabditis_elegans_prjna13758	WBGene00002348	R06C7.10.1	ENSG00000264424	myo-1
caenorhabditis_elegans_prjna13758	WBGene00002348	R06C7.10.1	ENSG00000133020	myo-1
caenorhabditis_elegans_prjna13758	WBGene00002348	R06C7.10.1	ENSG00000144821	myo-1
caenorhabditis_elegans_prjna13758	WBGene00002348	R06C7.10.1	ENSG00000006788	myo-1
caenorhabditis_elegans_prjna13758	WBGene00002348	R06C7.10.1	ENSG00000109061	myo-1
caenorhabditis_elegans_prjna13758	WBGene00002348	R06C7.10.1	ENSG00000197616	myo-1
caenorhabditis_elegans_prjna13758	WBGene00002348	R06C7.10.1	ENSG00000078814	myo-1
caenorhabditis_elegans_prjna13758	WBGene00002348	R06C7.10.2	ENSG00000109063	myo-1
caenorhabditis_elegans_prjna13758	WBGene00002348	R06C7.10.2	ENSG00000092054	myo-1
